id,created_at,trigger_type,trigger_words,response_text
781,2025-06-02T12:48:44.757163,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
782,2025-06-02T12:48:44.757165,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
783,2025-06-02T12:48:44.757168,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
784,2025-06-02T12:48:44.757170,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
785,2025-06-02T12:48:44.757173,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
786,2025-06-02T12:48:44.757175,thanks,"{much appreciated,thanks a lot}",Glad I could help!
787,2025-06-02T12:48:44.757178,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
788,2025-06-02T12:48:44.757180,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
789,2025-06-02T12:48:44.757183,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
790,2025-06-02T12:48:44.757185,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
791,2025-06-02T12:48:44.757188,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
792,2025-06-02T12:48:44.757191,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
793,2025-06-02T12:48:44.757193,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
794,2025-06-02T12:48:44.757196,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
795,2025-06-02T12:48:44.757199,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
796,2025-06-02T12:48:44.757203,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
797,2025-06-02T12:48:44.757205,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
798,2025-06-02T12:48:44.757208,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
799,2025-06-02T12:48:44.757210,thanks,"{much appreciated,thanks a lot}",Glad I could help!
800,2025-06-02T12:48:44.757213,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
801,2025-06-02T12:48:44.757216,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
802,2025-06-02T12:48:44.757221,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
803,2025-06-02T12:48:44.757232,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
804,2025-06-02T12:48:44.757238,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
805,2025-06-02T12:48:44.757246,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
806,2025-06-02T12:48:44.757251,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
807,2025-06-02T12:48:44.757263,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
808,2025-06-02T12:48:44.757268,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
809,2025-06-02T12:48:44.757273,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
810,2025-06-02T12:48:44.757278,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
811,2025-06-02T12:48:44.757282,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
812,2025-06-02T12:48:44.757285,thanks,"{much appreciated,thanks a lot}",Glad I could help!
813,2025-06-02T12:48:44.757287,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
814,2025-06-02T12:48:44.757290,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
815,2025-06-02T12:48:44.757293,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
816,2025-06-02T12:48:44.757295,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
817,2025-06-02T12:48:44.757300,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
818,2025-06-02T12:48:44.757303,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
819,2025-06-02T12:48:44.757305,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
820,2025-06-02T12:48:44.757309,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
821,2025-06-02T12:48:44.757311,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
822,2025-06-02T12:48:44.757319,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
823,2025-06-02T12:48:44.757323,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
824,2025-06-02T12:48:44.757325,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
825,2025-06-02T12:48:44.757328,thanks,"{much appreciated,thanks a lot}",Glad I could help!
826,2025-06-02T12:48:44.757337,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
827,2025-06-02T12:48:44.757339,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
828,2025-06-02T12:48:44.757342,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
829,2025-06-02T12:48:44.757345,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
830,2025-06-02T12:48:44.757347,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
831,2025-06-02T12:48:44.757354,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
832,2025-06-02T12:48:44.757358,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
833,2025-06-02T12:48:44.757361,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
834,2025-06-02T12:48:44.757364,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
835,2025-06-02T12:48:44.757367,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
836,2025-06-02T12:48:44.757374,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
837,2025-06-02T12:48:44.757381,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
838,2025-06-02T12:48:44.757385,thanks,"{much appreciated,thanks a lot}",Glad I could help!
839,2025-06-02T12:48:44.757397,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
840,2025-06-02T12:48:44.757402,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
841,2025-06-02T12:48:44.757407,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
842,2025-06-02T12:48:44.757412,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
843,2025-06-02T12:48:44.757417,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
844,2025-06-02T12:48:44.757421,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
845,2025-06-02T12:48:44.757424,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
846,2025-06-02T12:48:44.757427,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
847,2025-06-02T12:48:44.757430,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
848,2025-06-02T12:48:44.757433,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
849,2025-06-02T12:48:44.757435,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
850,2025-06-02T12:48:44.757438,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
851,2025-06-02T12:48:44.757440,thanks,"{much appreciated,thanks a lot}",Glad I could help!
852,2025-06-02T12:48:44.757443,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
853,2025-06-02T12:48:44.757446,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
854,2025-06-02T12:48:44.757448,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
855,2025-06-02T12:48:44.757451,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
856,2025-06-02T12:48:44.757456,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
857,2025-06-02T12:48:44.757461,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
858,2025-06-02T12:48:44.757466,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
859,2025-06-02T12:48:44.757471,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
860,2025-06-02T12:48:44.757476,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
861,2025-06-02T12:48:44.757480,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
862,2025-06-02T12:48:44.757503,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
863,2025-06-02T12:48:44.757510,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
864,2025-06-02T12:48:44.757515,thanks,"{much appreciated,thanks a lot}",Glad I could help!
865,2025-06-02T12:48:44.757520,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
866,2025-06-02T12:48:44.757532,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
867,2025-06-02T12:48:44.757537,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
868,2025-06-02T12:48:44.757543,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
869,2025-06-02T12:48:44.757551,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
870,2025-06-02T12:48:44.757557,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
871,2025-06-02T12:48:44.757568,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
872,2025-06-02T12:48:44.757575,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
873,2025-06-02T12:48:44.757580,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
874,2025-06-02T12:48:44.757585,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
875,2025-06-02T12:48:44.757589,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
876,2025-06-02T12:48:44.757594,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
877,2025-06-02T12:48:44.757599,thanks,"{much appreciated,thanks a lot}",Glad I could help!
878,2025-06-02T12:48:44.757603,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
879,2025-06-02T12:48:44.757608,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
880,2025-06-02T12:48:44.757612,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
881,2025-06-02T12:48:44.757617,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
882,2025-06-02T12:48:44.757622,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
883,2025-06-02T12:48:44.757627,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
884,2025-06-02T12:48:44.757632,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
885,2025-06-02T12:48:44.757638,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
886,2025-06-02T12:48:44.757642,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
887,2025-06-02T12:48:44.757650,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
888,2025-06-02T12:48:44.757654,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
889,2025-06-02T12:48:44.757659,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
890,2025-06-02T12:48:44.757671,thanks,"{much appreciated,thanks a lot}",Glad I could help!
891,2025-06-02T12:48:44.757677,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
892,2025-06-02T12:48:44.757681,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
893,2025-06-02T12:48:44.757686,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
894,2025-06-02T12:48:44.757690,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
895,2025-06-02T12:48:44.757695,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
896,2025-06-02T12:48:44.757700,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
897,2025-06-02T12:48:44.757704,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
898,2025-06-02T12:48:44.757710,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
899,2025-06-02T12:48:44.757724,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
900,2025-06-02T12:48:44.757730,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
901,2025-06-02T12:48:44.757738,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
902,2025-06-02T12:48:44.757743,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
903,2025-06-02T12:48:44.757753,thanks,"{much appreciated,thanks a lot}",Glad I could help!
904,2025-06-02T12:48:44.757760,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
905,2025-06-02T12:48:44.757765,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
906,2025-06-02T12:48:44.757769,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
907,2025-06-02T12:48:44.757773,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
908,2025-06-02T12:48:44.757776,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
909,2025-06-02T12:48:44.757778,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
910,2025-06-02T12:48:44.757781,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
911,2025-06-02T12:48:44.757787,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
912,2025-06-02T12:48:44.757791,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
913,2025-06-02T12:48:44.757796,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
914,2025-06-02T12:48:44.757801,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
915,2025-06-02T12:48:44.757805,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
916,2025-06-02T12:48:44.757810,thanks,"{much appreciated,thanks a lot}",Glad I could help!
917,2025-06-02T12:48:44.757815,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
918,2025-06-02T12:48:44.757819,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
919,2025-06-02T12:48:44.757824,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
920,2025-06-02T12:48:44.757829,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
921,2025-06-02T12:48:44.757834,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
922,2025-06-02T12:48:44.757842,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
923,2025-06-02T12:48:44.757847,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
924,2025-06-02T12:48:44.757853,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
925,2025-06-02T12:48:44.757858,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
926,2025-06-02T12:48:44.757863,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
927,2025-06-02T12:48:44.757867,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
928,2025-06-02T12:48:44.757872,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
929,2025-06-02T12:48:44.757877,thanks,"{much appreciated,thanks a lot}",Glad I could help!
930,2025-06-02T12:48:44.757894,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
931,2025-06-02T12:48:44.757899,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
932,2025-06-02T12:48:44.757904,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
933,2025-06-02T12:48:44.757912,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
934,2025-06-02T12:48:44.757917,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
935,2025-06-02T12:48:44.757928,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
936,2025-06-02T12:48:44.757933,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
937,2025-06-02T12:48:44.757940,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
938,2025-06-02T12:48:44.757944,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
939,2025-06-02T12:48:44.757949,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
940,2025-06-02T12:48:44.757954,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
941,2025-06-02T12:48:44.757959,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
942,2025-06-02T12:48:44.757964,thanks,"{much appreciated,thanks a lot}",Glad I could help!
943,2025-06-02T12:48:44.757969,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
944,2025-06-02T12:48:44.757974,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
945,2025-06-02T12:48:44.757978,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
946,2025-06-02T12:48:44.757983,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
947,2025-06-02T12:48:44.757987,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
948,2025-06-02T12:48:44.757992,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
949,2025-06-02T12:48:44.758001,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
950,2025-06-02T12:48:44.758015,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
951,2025-06-02T12:48:44.758022,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
952,2025-06-02T12:48:44.758027,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
953,2025-06-02T12:48:44.758032,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
954,2025-06-02T12:48:44.758042,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
955,2025-06-02T12:48:44.758047,thanks,"{much appreciated,thanks a lot}",Glad I could help!
956,2025-06-02T12:48:44.758051,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
957,2025-06-02T12:48:44.758054,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
958,2025-06-02T12:48:44.758056,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
959,2025-06-02T12:48:44.758059,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
960,2025-06-02T12:48:44.758062,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
961,2025-06-02T12:48:44.758065,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
962,2025-06-02T12:48:44.758071,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
963,2025-06-02T12:48:44.758074,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
964,2025-06-02T12:48:44.758077,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
965,2025-06-02T12:48:44.758081,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
966,2025-06-02T12:48:44.758084,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
967,2025-06-02T12:48:44.758090,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
968,2025-06-02T12:48:44.758092,thanks,"{much appreciated,thanks a lot}",Glad I could help!
969,2025-06-02T12:48:44.758095,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
970,2025-06-02T12:48:44.758097,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
971,2025-06-02T12:48:44.758103,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
972,2025-06-02T12:48:44.758106,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
973,2025-06-02T12:48:44.758109,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
974,2025-06-02T12:48:44.758122,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
975,2025-06-02T12:48:44.758125,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
976,2025-06-02T12:48:44.758128,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
977,2025-06-02T12:48:44.758130,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
978,2025-06-02T12:48:44.758133,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
979,2025-06-02T12:48:44.758135,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
980,2025-06-02T12:48:44.758138,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
981,2025-06-02T12:48:44.758140,thanks,"{much appreciated,thanks a lot}",Glad I could help!
982,2025-06-02T12:48:44.758143,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
983,2025-06-02T12:48:44.758146,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
984,2025-06-02T12:48:44.758148,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
985,2025-06-02T12:48:44.758151,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
986,2025-06-02T12:48:44.758154,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
987,2025-06-02T12:48:44.758156,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
988,2025-06-02T12:48:44.758160,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
989,2025-06-02T12:48:44.758163,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
990,2025-06-02T12:48:44.758165,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
991,2025-06-02T12:48:44.758168,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
992,2025-06-02T12:48:44.758170,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
993,2025-06-02T12:48:44.758173,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
994,2025-06-02T12:48:44.758179,thanks,"{much appreciated,thanks a lot}",Glad I could help!
995,2025-06-02T12:48:44.758182,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
996,2025-06-02T12:48:44.758186,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
997,2025-06-02T12:48:44.758189,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
998,2025-06-02T12:48:44.758192,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
999,2025-06-02T12:48:44.758195,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
1000,2025-06-02T12:48:44.758197,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
